Event key,Component key,Event path,Education level,Database query type,Affected table,Since,Legacy event,Component_pt,Event name_pt,Component_it,Event name_it,Component_fr,Event name_fr,Component_de,Event name_de,Component_ca,Event name_ca,Component_en,Event name_en,Component_es,Event name_es
CATEGORY_VIEWED,SYSTEM,\core\event\course_category_viewed,Other,read,course_categories,3.2,,System,Categoria visualizada,System,Visualizzata categoria,System,Catégorie consultée,System,Kursbereich angezeigt,System,Categoria mostrada,System,Category viewed,System,Categoría vista
COURSE_COMPLETED,SYSTEM,\core\event\course_completed,Participating,update,course_completions,2.6,course_completed,System,Disciplina concluída,System,Completato corso,System,Cours terminé,System,Kurs beendet,System,Curs completat,System,Course completed,System,Curso finalizado
COURSE_COMPLETION_UPDATED,SYSTEM,\core\event\course_completion_updated,Participating,update,,2.6,,System,Atualização da conclusão da disciplina,System,Aggiornato completamento corso,System,Achèvement de cours modifié,System,Kursabschluss aktualisiert,System,S'ha actualitzat la compleció del curs,System,Course completion updated,System,Finalización de curso actualizado
COURSE_CONTENT_DELETED,SYSTEM,\core\event\course_content_deleted,Teaching,delete,course,2.6,course_content_removed,System,Conteúdo da disciplina apagado,System,Eliminato contenuto corso,System,Contenu de cours supprimé,System,Kursinhalt gelöscht,System,Contingut del curs suprimit,System,Course content deleted,System,Contenido del curso eliminado
COURSE_CREATED,SYSTEM,\core\event\course_created,Teaching,create,course,2.6,course_created,System,Disciplina criada,System,Creato corso,System,Cours créé,System,Kurs angelegt,System,Curs creat,System,Course created,System,Curso creado
COURSE_DELETED,SYSTEM,\core\event\course_deleted,Teaching,delete,course,2.6,course_deleted,System,Disciplina apagada,System,Eliminato corso,System,Cours supprimé,System,Kurs gelöscht,System,Curs suprimit,System,Course deleted,System,Curso eliminado
COURSE_SUMMARY_VIEWED,SYSTEM,\core\event\course_information_viewed,Participating,read,course,3.2,,System,Descrição da disciplina visualizada,System,Visualizzata introduzione al corso,System,Résumé de cours consulté,System,Kursbeschreibung angezeigt,System,Resum del curs mostrat,System,Course summary viewed,System,Sumarios de cursos vistos
COURSE_ACTIVITY_COMPLETION_UPDATED,SYSTEM,\core\event\course_module_completion_updated,Participating,update,course_modules_completion,2.6,activity_completion_changed,System,Atualização da conclusão de atividades da disciplina,System,Aggiornato completamento attività del corso,System,Achèvement d'activité modifié,System,Abschluss für Aktivität aktualisiert,System,S'ha actualitzat la compleció d'activitat del curs,System,Course activity completion updated,System,Finalización de actividad de curso actualizada
COURSE_MODULE_CREATED,SYSTEM,\core\event\course_module_created,Teaching,create,course_modules,2.6,mod_created,System,Módulo de disciplina criado,System,Creato modulo corso,System,Module de cours créé,System,Kursmodul angelegt,System,Mòdul de curs creat,System,Course module created,System,Módulo de curso creado
COURSE_MODULE_DELETED,SYSTEM,\core\event\course_module_deleted,Teaching,delete,course_modules,2.6,mod_deleted,System,Módulo de disciplina apagado,System,Eliminato modulo corso,System,Module de cours supprimé,System,Kursmodul gelöscht,System,Mòdul de curs suprimit,System,Course module deleted,System,Módulo de curso eliminado
COURSE_MODULE_UPDATED,SYSTEM,\core\event\course_module_updated,Teaching,update,course_modules,2.6,mod_updated,System,Módulo de disciplina atualizado,System,Aggiornato modulo corso,System,Module de cours modifié,System,Kursmodul aktualisiert,System,Mòdul de curs actualitzat,System,Course module updated,System,Módulo de curso actualizado
COURSE_RESET_ENDED,SYSTEM,\core\event\course_reset_ended,Other,delete,,2.6,,System,Reinicialização da disciplina concluída,System,Terminato reset corso,System,Réinitialisation de cours terminée,System,Kursrücksetzung beendet,System,Reinici del curs acabat,System,Course reset ended,System,Reinicio de curso finalizado
COURSE_RESET_STARTED,SYSTEM,\core\event\course_reset_started,Other,delete,,2.6,,System,Reinicialização da disciplina iniciada,System,Iniziato reset corso,System,Réinitialisation de cours commencée,System,Kursrücksetzung begonnen,System,Reinici del curs començat,System,Course reset started,System,Reinicio de curso iniciado
COURSE_MODULE_INSTANCE_LIST_VIEWED,SYSTEM,\core\event\course_resources_list_viewed,Other,read,,2.7,,System,Lista de instâncias do módulo de disciplina visualizada,System,Visualizzato elenco istanze moduli corso,System,Liste d'instances de module de cours consultée,System,Liste der Kursmodule angezeigt,System,Llista d'instàncies de mòduls de curs vistos,System,Course module instance list viewed,System,Instancia del módulo del curso visualizada
COURSE_RESTORED,SYSTEM,\core\event\course_restored,Teaching,create,course,2.6,course_restored,System,Disciplina restaurada,System,Ripristinato corso,System,Cours restauré,System,Kurs wiederhergestellt,System,Curs restaurat,System,Course restored,System,Curso restaurado
COURSE_SECTION_CREATED,SYSTEM,\core\event\course_section_created,Teaching,create,course_sections,,,System,Criada secção da disciplina,System,Creata sezione di corso,System,Section de cours créée,System,Kursabschnitt hinzugefügt,System,Secció de curs creada,System,Course section created,System,Sección del curso creada
COURSE_SECTION_DELETED,SYSTEM,\core\event\course_section_deleted,Teaching,delete,course_sections,3.1,,System,Secção da disciplina eliminada,System,Eliminata sezione corso,System,Section de cours supprimée,System,Kursabschnitt gelöscht,System,S'ha esborrat una secció del curs,System,Course section deleted,System,Selección de curso eliminada
COURSE_SECTION_UPDATED,SYSTEM,\core\event\course_section_updated,Teaching,update,course_sections,2.6,,System,Secção de disciplina atualizada,System,Aggiornata sezione corso,System,Section de cours modifiée,System,Kursabschnitt aktualisiert,System,Secció de curs actualitzada,System,Course section updated,System,Sección de curso actualizado
COURSE_UPDATED,SYSTEM,\core\event\course_updated,Teaching,update,course,2.6,course_updated,System,Disciplina atualizada,System,Aggiornato corso,System,Cours modifié,System,Kurs aktualisiert,System,Curs actualitzat,System,Course updated,System,Curso actualizado
COURSE_USER_REPORT_VIEWED,SYSTEM,\core\event\course_user_report_viewed,Participating,read,,2.7,,System,Relatório de utilizador da disciplina visualizado,System,Visualizzato report utente del corso,System,Rapport de cours utilisateur consulté,System,Nutzerübersicht für Kurs angezeigt,System,Informe d'usuari del curs vist,System,Course user report viewed,System,Informe usuario del curso visto
COURSE_VIEWED,SYSTEM,\core\event\course_viewed,Participating,read,,2.7,,System,Disciplina visualizada,System,Visualizzato corso,System,Cours consulté,System,Kurs angezeigt,System,Curs vist,System,Course viewed,System,Curso visto
COURSES_SEARCHED,SYSTEM,\core\event\courses_searched,Participating,read,,3.2,,System,Disciplinas pesquisadas,System,Cercati corsi,System,Cours recherchés,System,Kurse gesucht,System,Cursos cercats,System,Courses searched,System,Cursos buscados
DASHBOARD_RESET,SYSTEM,\core\event\dashboard_reset,Other,update,,3.2,,System,Reiniciar Painel do utilizador,System,Reimpostata dashboard,System,Réinitialisation du tableau de bord,System,Dashboard zurückgesetzt,System,Reinicia el tauler,System,Dashboard reset,System,Restablecimiento del tablero de eventos
DASHBOARD_VIEWED,SYSTEM,\core\event\dashboard_viewed,Other,read,,3.2,,System,Painel do utilizador visualizado,System,Visualizzata dashboard,System,Tableau de bord consulté,System,Dashboard angezeigt,System,S'ha mostrat el tauler,System,Dashboard viewed,System,Tablero de eventos vistos
DASHBOARDS_RESET,SYSTEM,\core\event\dashboards_reset,Other,update,,3.2,,System,Reiniciar Painéis dos utilizadores,System,Reimpostate dashboard,System,Réinitialisation des tableaux de bord,System,Dashboards zurückgesetzt,System,Reinicia els taulers,System,Dashboards reset,System,Restablecimiento del tablero de eventos
EMAIL_FAILED_TO_SEND,SYSTEM,\core\event\email_failed,Other,create,,2.7,,System,Falha ao enviar e-mail,System,Fallito invio email,System,Envoi de courriel échoué,System,Fehler beim Senden der E-Mail,System,Error en enviar el correu electrònic,System,Email failed to send,System,\core\event\email_failed
ENROLMENT_INSTANCE_CREATED,SYSTEM,\core\event\enrol_instance_created,Other,create,enrol,2.9,,System,Método de inscrição criado,System,Creata istanza metodo d'iscrizione,System,Instance d'inscription créée,System,Instanz für Einschreibeverfahren wurde erstellt,System,La instància d'inscripció ha estat creada,System,Enrolment instance created,System,Instancia de inscripción creada
GROUPING_DELETED,SYSTEM,\core\event\enrol_instance_deleted,Other,delete,enrol,2.9,,System,Agrupamento apagado,System,Eliminato raggruppamento,System,Groupement supprimé,System,Gruppierung gelöscht,System,S'ha suprimit l'agrupament,System,Grouping deleted,System,Agrupamiento eliminado
ENROLMENT_INSTANCE_UPDATED,SYSTEM,\core\event\enrol_instance_updated,Other,update,enrol,2.9,,System,Método de inscrição atualizado,System,Aggiornata istanza metodo d'iscrizione,System,Instance d'inscription modifiée,System,Instanz für Einschreibeverfahren wurde aktualisiert,System,La instància d'inscripció ha estat actualitzada,System,Enrolment instance updated,System,Instancia de inscripción actualizada
GRADE_DELETED,SYSTEM,\core\event\grade_deleted,Teaching,delete,grade_grades,2.8,,System,Nota eliminada,System,Eliminata valutazione,System,Note supprimée,System,Bewertung gelöscht,System,Qualificació esborrada,System,Grade deleted,System,Calificación borrada
GRADE_LETTER_CREATED,SYSTEM,\core\event\grade_letter_created,Other,create,grade_letters,3.5,,System,Nota alfabética criada,System,Creata graduatoria letterale,System,Note lettre créée,System,Bewertungschreiben erstellt,System,Grade letter created,System,Grade letter created,System,Grade letter created
GRADE_LETTER_DELETED,SYSTEM,\core\event\grade_letter_deleted,Other,delete,grade_letters,3.5,,System,Nota alfabética apagada,System,Eliminata graduatoria letterale,System,Note lettre supprimée,System,Bewerbungsschreiben gelöscht,System,Grade letter deleted,System,Grade letter deleted,System,Grade letter deleted
GRADE_LETTER_UPDATED,SYSTEM,\core\event\grade_letter_updated,Other,update,grade_letters,3.5,,System,Nota alfabética alterada,System,Aggiornata graduatoria letterale,System,Note lettre modifiée,System,Berwertungsschreiben aktualisiert,System,Grade letter updated,System,Grade letter updated,System,Grade letter updated
GROUP_CREATED,SYSTEM,\core\event\group_created,Other,create,groups,2.6,groups_group_created,System,Grupo criado,System,Creato gruppo,System,Groupe créé,System,Gruppe angelegt,System,S'ha creat el grup,System,Group created,System,Grupo creado
GROUP_DELETED,SYSTEM,\core\event\group_deleted,Other,delete,groups,2.6,groups_group_deleted,System,Grupo apagado,System,Eliminato gruppo,System,Groupe supprimé,System,Gruppe gelöscht,System,S'ha suprimit el grup,System,Group deleted,System,Grupo eliminado
GROUP_MEMBER_ADDED,SYSTEM,\core\event\group_member_added,Other,create,groups,2.6,groups_member_added,System,Membro do grupo adicionado,System,Aggiunto membro del gruppo,System,Membre ajouté à un groupe,System,Gruppenmitglied hinzugefügt,System,S'ha afegit el membre del grup,System,Group member added,System,Miembro del grupo añadido
GROUP_MEMBER_REMOVED,SYSTEM,\core\event\group_member_removed,Other,delete,groups,2.6,groups_member_removed,System,Membro do grupo removido,System,Rimosso membro del gruppo,System,Membre retiré d'un groupe,System,Gruppenmitglied entfernt,System,S'ha suprimit el membre del grup,System,Group member removed,System,Miembro del grupo eliminado
GROUP_MESSAGE_SENT,SYSTEM,\core\event\group_message_sent,Other,create,messages,,,System,Enviada mensagem para grupo,System,Inviato messaggio di gruppo,System,Message de groupe envoyé,System,Gruppenmitteilung gesendet,System,Group message sent,System,Group message sent,System,Mensaje de grupo enviado
GROUP_UPDATED,SYSTEM,\core\event\group_updated,Other,update,groups,2.6,groups_group_updated,System,Grupo atualizado,System,Aggiornato gruppo,System,Groupe modifié,System,Gruppe aktualisiert,System,S'ha actualitzat el grup,System,Group updated,System,Grupo actualizado
GROUPING_CREATED,SYSTEM,\core\event\grouping_created,Other,create,groupings,2.6,groups_grouping_created,System,Agrupamento criado,System,Creato raggruppamento,System,Groupement créé,System,Gruppierung angelegt,System,S'ha creat l'agrupament,System,Grouping created,System,Agrupamiento creado
GROUPING_DELETED,SYSTEM,\core\event\grouping_deleted,Other,delete,groupings,2.6,groups_grouping_deleted,System,Agrupamento apagado,System,Eliminato raggruppamento,System,Groupement supprimé,System,Gruppierung gelöscht,System,S'ha suprimit l'agrupament,System,Grouping deleted,System,Agrupamiento eliminado
GROUP_ASSIGNED_TO_GROUPING,SYSTEM,\core\event\grouping_group_assigned,Other,create,groupings,3.1,,System,Grupo adicionado ao agrupamento,System,Inserito gruppo nel raggruppamento,System,Groupe attribué à un groupement,System,Gruppe mit Gruppierung verbunden,System,S'ha assignat el grup a l'agrupament,System,Group assigned to grouping,System,Grupo asignado al agrupamiento
GROUP_UNASSIGNED_FROM_GROUPING,SYSTEM,\core\event\grouping_group_unassigned,Other,delete,groupings,3.1,,System,Grupo removido do agrupamento,System,Rimosso gruppo dal raggruppamento,System,Groupe retiré d'un groupement,System,Gruppe von Gruppierung gelöst,System,S'ha tret el grup a l'agrupament,System,Group unassigned from grouping,System,Grupo desasignado del agrupamiento
GROUPING_UPDATED,SYSTEM,\core\event\grouping_updated,Other,update,groupings,2.6,groups_grouping_updated,System,Agrupamento atualizado,System,Aggiornato raggruppamento,System,Groupement modifié,System,Gruppierung aktualisiert,System,S'ha actualitzat l'agrupament,System,Grouping updated,System,Agrupamiento actualizado
INSIGHTS_VIEWED,SYSTEM,\core\event\insights_viewed,Other,read,,,,System,Percepções visualizadas,System,Visualizzata considerazione,System,Indications consultées,System,Betrachtete Einschätzungen,System,Prediccions visualitzades,System,Insights viewed,System,Intuiciones (predicciones) vistas
MESSAGE_CONTACT_ADDED,SYSTEM,\core\event\message_contact_added,Other,create,message_contacts,2.7,,System,Contacto de mensagem adicionado,System,Aggiunto contatto,System,Contact de messagerie personnelle ajouté,System,Kontakt hinzugefügt,System,Afegit el contacte del missatge,System,Message contact added,System,Contacto de mensajería añadido
MESSAGE_CONTACT_BLOCKED_NO_LONGER_IN_USE,SYSTEM,\core\event\message_contact_blocked,Other,update,message_contacts,2.7,,System,Contacto de mensagem bloqueado (em desuso),System,Bloccato contatto (non è più utilizato),System,Contact de messagerie personnelle bloqué (n'est plus utilisé),System,Kontakt blockiert (wird nicht mehr genutzt),System,Blocat el contacte del missatge (en desús),System,Message contact blocked (no longer in use),System,Contacto de mensajería bloqueado (caducado)
MESSAGE_CONTACT_REMOVED,SYSTEM,\core\event\message_contact_removed,Other,delete,message_contacts,2.7,,System,Contacto de mensagem removido,System,Eliminato contatto,System,Contact de messagerie personnelle supprimé,System,Kontakt entfernt,System,Suprimit el contacte del missatge,System,Message contact removed,System,Contacto de mensajería eliminado
MESSAGE_CONTACT_UNBLOCKED_NO_LONGER_IN_USE,SYSTEM,\core\event\message_contact_unblocked,Other,update,message_contacts,2.7,,System,Contacto de mensagem desbloqueado (em desuso),System,Sbloccato contatto (non è più utilizato),System,Contact de messagerie personnelle débloqué (n'est plus utilisé),System,Blockierung für Kontakt aufgehoben (wird nicht mehr genutzt),System,Desblocat el contacte del missatge (en desús),System,Message contact unblocked (no longer in use),System,Contacto de mensajería desbloqueado (caducado)
MESSAGE_DELETED,SYSTEM,\core\event\message_deleted,Other,create,message_user_actions,3.0,,System,Mensagem apagada,System,Eliminato messaggio,System,Message supprimé,System,Mitteilung gelöscht,System,S'ha suprimit el missatge,System,Message deleted,System,Mensaje eliminado
MESSAGE_SENT,SYSTEM,\core\event\message_sent,Other,create,messages,2.7,,System,Mensagem enviada,System,Inviato messaggio,System,Message personnel envoyé,System,Mitteilung gesendet,System,Missatge enviat,System,Message sent,System,Mensaje enviado
EVENTMESSAGEUSERSBLOCKED,SYSTEM,\core\event\message_user_blocked,Other,create,message_users_blocked,3.6,,System,[[eventmessageusersblocked]],System,[[eventmessageusersblocked]],System,[[eventmessageusersblocked]],System,[[eventmessageusersblocked]],System,[[eventmessageusersblocked]],System,[[eventmessageusersblocked]],System,[[eventmessageusersblocked]]
EVENTMESSAGEUSERSUNBLOCKED,SYSTEM,\core\event\message_user_unblocked,Other,delete,message_users_blocked,3.6,,System,[[eventmessageusersunblocked]],System,[[eventmessageusersunblocked]],System,[[eventmessageusersunblocked]],System,[[eventmessageusersunblocked]],System,[[eventmessageusersunblocked]],System,[[eventmessageusersunblocked]],System,[[eventmessageusersunblocked]]
MESSAGE_VIEWED,SYSTEM,\core\event\message_viewed,Other,create,message_user_actions,2.7,,System,Mensagem visualizada,System,Visualizzato messaggio,System,Message consulté,System,Mitteilung angezeigt,System,Missatge vist,System,Message viewed,System,Mensaje visto
ACCESS_CONTROL_CREATED,SYSTEM,\core\event\mnet_access_control_created,Other,create,mnet_sso_access_control,2.7,,System,Controlo de acesso criado,System,Creato controllo d'accesso,System,Contrôle d'accès créé,System,Zugangssteuerung angelegt,System,Control d'accés creat,System,Access control created,System,Control de acceso creado
ACCESS_CONTROL_UPDATED_NO_LONGER_IN_USE,SYSTEM,\core\event\mnet_access_control_updated,Other,update,mnet_sso_access_control,2.7,,System,Controlo de acesso atualizado (em desuso),System,Aggiornato controllo d'acecsso (non è più utilizato),System,Contrôle d'accès modifié (n'est plus utilisé),System,Zugangssteuerung aktualisiert (wird nicht mehr genutzt),System,Control d'accés actualitzat (en desús),System,Access control updated (no longer in use),System,Control de acceso actualizado (caducado)
NOTE_CREATED,SYSTEM,\core\event\note_created,Other,create,post,2.6,,System,Nota criada,System,Creata nota,System,Annotation créée,System,Hinweis angelegt,System,S'ha creat l'anotació,System,Note created,System,Nota creada
NOTE_DELETED,SYSTEM,\core\event\note_deleted,Other,delete,post,2.6,,System,Nota apagada,System,Eliminata nota,System,Annotation supprimée,System,Hinweis gelöscht,System,S'ha suprimit l'anotació,System,Note deleted,System,Nota eliminada
NOTE_UPDATED,SYSTEM,\core\event\note_updated,Other,update,post,2.6,,System,Nota atualizada,System,Aggiornata nota,System,Annotation modifiée,System,Hinweis aktualisiert,System,S'ha actualitzat l'anotació,System,Note updated,System,Nota actualizada
NOTES_VIEWED,SYSTEM,\core\event\notes_viewed,Other,read,,2.6,,System,Notas visualizadas,System,Visualizzata nota,System,Annotations consultées,System,Hinweise angezeigt,System,Anotacions mostrades,System,Notes viewed,System,Anotaciones vistas
NOTIFICATION_SENT,SYSTEM,\core\event\notification_sent,Other,create,notifications,,,System,Notificação enviada,System,Inviata notifica,System,Notification envoyée,System,Mitteilungen gesendet,System,Notification sent,System,Notification sent,System,Notificación enviada
NOTIFICATION_VIEWED,SYSTEM,\core\event\notification_viewed,Other,update,notifications,,,System,Notificação visualizada,System,Visualizzata notifica,System,Notification consultée,System,Mitteilungen angezeigt,System,Notification viewed,System,Notification viewed,System,Notificación vista
PREDICTION_PROCESS_STARTED,SYSTEM,\core\event\prediction_action_started,Participating,create,analytics_predictions,,,System,Começou o processo de previsão,System,Avviata elaborazione di pronostici,System,Processus de prédiction commencé,System,Vorhersageprozess gestartet,System,Prediction process started,System,Prediction process started,System,Proceso de predicción iniciado
QUESTION_CATEGORY_CREATED,SYSTEM,\core\event\question_category_created,Teaching,create,question_categories,2.7,,System,Criada categoria de pergunta,System,Creata categoria domande,System,Catégorie de questions créée,System,Fragenkategorie,System,Categoria de preguntes creada,System,Question category created,System,Categoría de preguntas creada
QUESTION_CATEGORY_DELETED,SYSTEM,\core\event\question_category_deleted,Teaching,delete,question_categories,3.7,,System,Apagada categoria de perguntas,System,Eliminata categoria di domande,System,Catégorie de question supprimée,System,Question category deleted,System,Question category deleted,System,Question category deleted,System,Question category deleted
QUESTION_CATEGORY_MOVED,SYSTEM,\core\event\question_category_moved,Teaching,update,question_categories,3.7,,System,Movida categoria de perguntas,System,Spostata categoria di domande,System,Catégorie de question déplacée,System,Question category moved,System,Question category moved,System,Question category moved,System,Question category moved
QUESTION_CATEGORY_UPDATED,SYSTEM,\core\event\question_category_updated,Teaching,update,question_categories,3.7,,System,Categoria de perguntas atualizada,System,Aggiornata categoria di domande,System,Catégorie de question modifiée,System,Question category updated,System,Question category updated,System,Question category updated,System,Question category updated
QUESTION_CATEGORY_VIEWED,SYSTEM,\core\event\question_category_viewed,Teaching,read,question_categories,3.7,,System,Categoria de perguntas visualizada,System,Visualizzata categoria di domande,System,Catégorie de question consultée,System,Question category viewed,System,Question category viewed,System,Question category viewed,System,Question category viewed
QUESTION_CREATED,SYSTEM,\core\event\question_created,Teaching,create,question,3.7,,System,Pergunta criada,System,Creata domanda,System,Question créée,System,Question created,System,Question created,System,Question created,System,Question created
QUESTION_DELETED,SYSTEM,\core\event\question_deleted,Teaching,delete,question,3.7,,System,Pergunta apagada,System,Eliminata domanda,System,Question supprimée,System,Question deleted,System,Question deleted,System,Question deleted,System,Question deleted
QUESTION_MOVED,SYSTEM,\core\event\question_moved,Teaching,update,question,3.7,,System,Pergunta movida,System,Spostata domanda,System,Question déplacée,System,Question moved,System,Question moved,System,Question moved,System,Question moved
QUESTION_UPDATED,SYSTEM,\core\event\question_updated,Teaching,update,question,3.7,,System,Pergunta atualizada,System,Aggiornata domanda,System,Question modifiée,System,Question updated,System,Question updated,System,Question updated,System,Question updated
QUESTION_VIEWED,SYSTEM,\core\event\question_viewed,Teaching,read,question,3.7,,System,Pergunta visualizada,System,Visualizzata domanda,System,Question consultée,System,Question viewed,System,Question viewed,System,Question viewed,System,Question viewed
QUESTIONS_EXPORTED,SYSTEM,\core\event\questions_exported,Teaching,read,,3.7,,System,Perguntas exportadas,System,Esportata domanda,System,Questions exportées,System,Questions exported,System,Questions exported,System,Questions exported,System,Questions exported
QUESTIONS_IMPORTED,SYSTEM,\core\event\questions_imported,Teaching,create,,3.7,,System,Perguntas importadas,System,Importata domanda,System,Questions importées,System,Questions imported,System,Questions imported,System,Questions imported,System,Questions imported
RECENT_ACTIVITY_VIEWED,SYSTEM,\core\event\recent_activity_viewed,Participating,read,,2.7,,System,Atividade recente visualizada,System,Visualizzata attività recente,System,Activités récentes consultées,System,Letzte Aktivität angezeigt,System,Activitat recent vista,System,Recent activity viewed,System,Actividad reciente vista
ALLOW_ROLE_ASSIGNMENT,SYSTEM,\core\event\role_allow_assign_updated,Other,update,,2.6,,System,Permitir atribuição de papel,System,Aggiornamento autorizzati ad assegnare ruoli,System,Attribution de rôle autorisée,System,Rollenzuweisung erlauben,System,Habilita l'assignació de rol,System,Allow role assignment,System,Permitir asignación de roles
ALLOW_ROLE_OVERRIDE,SYSTEM,\core\event\role_allow_override_updated,Other,update,,2.6,,System,Permitir redefinir papel,System,Aggiornamento autorizzati a modificare ruoli,System,Dérogation de rôle autorisée,System,Rollenänderungen erlauben,System,Habilita la sobreescritpura del rol,System,Allow role override,System,Permitir sobreescritura de roles
ALLOW_ROLE_SWITCH,SYSTEM,\core\event\role_allow_switch_updated,Other,update,,2.6,,System,Permitir trocar de papel,System,Aggiornamento autorizzati a modificare ruoli,System,Changement de rôle autorisé,System,Rollenwechsel erlauben,System,Habilita la commutació de rols,System,Allow role switch,System,Permitir cambio de rol
ALLOW_ROLE_VIEW,SYSTEM,\core\event\role_allow_view_updated,Other,update,,2.6,,System,Permitir visualização de papel,System,Allow role view,System,Permettre au rôle d'être vu,System,Rollenansicht erlauben,System,Allow role view,System,Allow role view,System,Allow role view
ROLE_ASSIGNED,SYSTEM,\core\event\role_assigned,Other,create,role,2.6,role_assigned,System,Papel atribuído,System,Assegnato ruolo,System,Rôle attribué à un utilisateur,System,Rolle zugewiesen,System,Rol assignat,System,Role assigned,System,Rol asignado
ROLE_CAPABILITIES_UPDATED,SYSTEM,\core\event\role_capabilities_updated,Other,update,role,2.6,,System,Permissões do papel atualizadas,System,Aggiornati privilegi ruolo,System,Capacités de rôle modifiées,System,Rollenrechte aktualisiert,System,S'han actualitzat les capacitats del rol,System,Role capabilities updated,System,Capacidades de rol actualizadas
ROLE_DELETED,SYSTEM,\core\event\role_deleted,Other,delete,role,2.6,,System,Papel eliminado,System,Eliminato ruolo,System,Rôle supprimé,System,Rolle gelöscht,System,Rol suprimit,System,Role deleted,System,Rol eliminado
ROLE_UNASSIGNED,SYSTEM,\core\event\role_unassigned,Other,delete,role,2.6,role_unassigned,System,Papel não atribuído,System,Revocato ruolo,System,Rôle retiré à un utilisateur,System,Rolle entfernt,System,Rol sense assignar,System,Role unassigned,System,Rol sin asignar
SCALE_CREATED,SYSTEM,\core\event\scale_created,Other,create,scale,3.5,,System,Escala criada,System,Creata scala,System,Barème créé,System,Skala erstellt,System,Scale created,System,Scale created,System,Scale created
SCALE_DELETED,SYSTEM,\core\event\scale_deleted,Other,delete,scale,3.5,,System,Escala apagada,System,Eliminata scala,System,Barème supprimé,System,Skala gelöscht,System,Scale deleted,System,Scale deleted,System,Scale deleted
SCALE_UPDATED,SYSTEM,\core\event\scale_updated,Other,update,scale,3.5,,System,Escala atualizada,System,Aggiornata scala,System,Barème modifié,System,Skala aktualisiert,System,Scale updated,System,Scale updated,System,Scale updated
SEARCH_DATA_INDEXED,SYSTEM,\core\event\search_indexed,Other,create,,3.1,,System,Pesquisa de dados indexados,System,Indicizzati dati per la ricerca,System,Données de recherche indéxées,System,Suchdaten indiziert,System,S'han indexat les dades de cerca,System,Search data indexed,System,Datos de búsqueda indexados
SEARCH_RESULTS_VIEWED,SYSTEM,\core\event\search_results_viewed,Other,read,,,,System,Resultados da pesquisa visualizados,System,Visualizzati risultati della ricerca,System,Résultats de recherche consultés,System,Suchergebnisse angezeigt,System,Resultats de la cerca mostrats,System,Search results viewed,System,Resultados de búsqueda vistos
TAG_ADDED_TO_AN_ITEM,SYSTEM,\core\event\tag_added,Other,create,tag_instance,2.7,,System,Palavra-chave adicionada a um item,System,Aggiunto tag ad un elemento,System,Tag ajouté à un élément,System,Tag zum Objekt hinzugefügt,System,Etiquetes afegides a un element,System,Tag added to an item,System,Marca añadida a un item
TAG_COLLECTION_CREATED,SYSTEM,\core\event\tag_collection_created,Other,create,tag_coll,3.0,,System,Coleção de palavras-chave criada,System,Creata raccolta di tag,System,Collection de tags créée,System,Tag-Collection angelegt,System,S'ha creat la col·lecció d'etiquetes,System,Tag collection created,System,Tag collection created
TAG_COLLECTION_DELETED,SYSTEM,\core\event\tag_collection_deleted,Other,delete,tag_coll,3.0,,System,Coleção de palavras-chave eliminada,System,Eliminata raccolta di tag,System,Collection de tags supprimée,System,Tag-Collection gelöscht,System,S'ha esborrat la col·lecció d'etiquetes,System,Tag collection deleted,System,Tag collection deleted
TAG_COLLECTION_UPDATED,SYSTEM,\core\event\tag_collection_updated,Other,update,tag_coll,3.0,,System,Coleção de palavras-chave atualizada,System,Aggiornata raccolta di tag,System,Collection de tags modifiée,System,Tag-Collection aktualisiert,System,S'ha actualitzat la col·lecció d'etiquetes,System,Tag collection updated,System,Tag collection updated
TAG_CREATED,SYSTEM,\core\event\tag_created,Other,create,tag,2.7,,System,Palavra-chave criada,System,Creato tag,System,Tag créé,System,Tag angelegt,System,Etiqueta creada,System,Tag created,System,Marca creada
TAG_DELETED,SYSTEM,\core\event\tag_deleted,Other,delete,tag,2.7,,System,Palavra-chave eliminada,System,Eliminato tag,System,Tag supprimé,System,Tag gelöscht,System,Etiqueta suprimida,System,Tag deleted,System,Marca borrada
TAG_FLAGGED,SYSTEM,\core\event\tag_flagged,Other,update,tag,2.7,,System,Palavra-chave assinalada,System,Contrassegnato tag,System,Tag signalé,System,Tag mit Kennzeichen versehen,System,Etiqueta marcada,System,Tag flagged,System,Marca señalizada
TAG_REMOVED_FROM_AN_ITEM,SYSTEM,\core\event\tag_removed,Other,delete,tag_instance,2.7,,System,Palavra-chave removida de um item,System,Rimosso tag da un elemento,System,Tag retiré d'un élément,System,Tag vom Objekt entfernt,System,Etiqueta suprimida d'un element,System,Tag removed from an item,System,Marca borrada de un item
TAG_UNFLAGGED,SYSTEM,\core\event\tag_unflagged,Other,update,tag,2.7,,System,Palavra-chave desmarcada,System,Rimosso contrassegno da tag,System,Tag plus signalé,System,Kennzeichen vom Tag entfernt,System,Etiqueta desmarcada,System,Tag unflagged,System,Marca desseñalizada
TAG_UPDATED,SYSTEM,\core\event\tag_updated,Other,update,tag,2.7,,System,Palavra-chave atualizada,System,Aggiornato tag,System,Tag modifié,System,Tag aktualisiert,System,Etiqueta actualitzada,System,Tag updated,System,Marca actualizada
